zip,lat,lng,city,population,county_name
61285,41.97814,-90.05951,Thomson,1627,Carroll
61301,41.39484,-89.08042,La Salle,10088,La Salle
61310,41.70001,-89.34996,Amboy,3748,Lee
61311,41.0378,-88.86002,Ancona,204,Livingston
61312,41.43573,-89.23293,Arlington,511,Bureau
61313,41.07367,-88.66871,Blackstone,209,Livingston
61314,41.29609,-89.67417,Buda,885,Bureau
61315,41.28772,-89.3642,Bureau,213,Bureau
61316,41.25908,-89.12499,Cedar Point,299,La Salle
61317,41.43146,-89.2089,Cherry,479,Bureau
61318,41.71213,-89.07967,Compton,845,Lee
61319,41.01845,-88.74352,Cornell,1434,Livingston
61320,41.35468,-89.17047,Dalzell,724,Bureau
61321,40.9692,-88.97316,Dana,248,La Salle
61322,41.31912,-89.30745,Depue,1454,Bureau
61323,41.43304,-89.39674,Dover,91,Bureau
61324,41.76991,-89.41389,Eldena,92,Lee
61325,41.23694,-88.8064,Grand Ridge,970,La Salle
61326,41.25385,-89.22434,Granville,2297,Putnam
61327,41.22683,-89.30943,Hennepin,1326,Putnam
61328,41.49955,-89.45929,Kasbeer,25,Bureau
61329,41.3804,-89.19744,Ladd,1185,Bureau
61330,41.53794,-89.27481,La Moille,1437,Bureau
61331,41.74745,-89.2768,Lee Center,18,Lee
61332,41.18877,-88.98879,Leonore,77,La Salle
61333,40.98935,-88.8881,Long Point,323,Livingston
61334,41.14511,-89.09845,Lostant,732,La Salle
61335,41.1635,-89.22473,Mc Nabb,441,Putnam
61336,41.10705,-89.22002,Magnolia,569,Putnam
61337,41.43639,-89.3284,Malden,393,Bureau
61338,41.45877,-89.67613,Manlius,257,Bureau
61340,41.2612,-89.2501,Mark,245,Putnam
61341,41.34073,-88.69246,Marseilles,7999,La Salle
61342,41.54058,-89.09057,Mendota,8763,La Salle
61344,41.4116,-89.83159,Mineral,376,Bureau
61345,41.28003,-89.78988,Neponset,835,Bureau
61346,41.51119,-89.71838,New Bedford,67,Bureau
61348,41.28164,-89.03787,Oglesby,4483,La Salle
61349,41.55047,-89.44504,Ohio,863,Bureau
61350,41.37256,-88.86337,Ottawa,23835,La Salle
61353,41.69654,-88.99507,Paw Paw,1201,Lee
61354,41.32788,-89.14278,Peru,10589,La Salle
61356,41.39353,-89.43823,Princeton,10680,Bureau
61358,40.97874,-89.04399,Rutland,312,La Salle
61359,41.36207,-89.27127,Seatonville,338,Bureau
61360,41.32721,-88.60478,Seneca,3678,La Salle
61361,41.41145,-89.7638,Sheffield,1117,Bureau
61362,41.35474,-89.22909,Spring Valley,5585,Bureau
61363,41.25421,-89.18248,Standard,266,Putnam
61364,41.12841,-88.84214,Streator,19054,La Salle
61367,41.62678,-89.2654,Sublette,739,Lee
61368,41.26305,-89.52295,Tiskilwa,1428,Bureau
61369,40.98409,-89.15506,Toluca,1656,Marshall
61370,41.20504,-89.03162,Tonica,1393,La Salle
61372,41.46491,-89.07802,Troy Grove,161,La Salle
61373,41.39897,-88.9984,Utica,2134,La Salle
61374,41.54773,-89.35871,Van Orin,118,Bureau
61375,41.03528,-89.25044,Varna,1157,Marshall
61376,41.53936,-89.60917,Walnut,2118,Bureau
61377,41.06002,-89.03652,Wenona,1421,Marshall
61378,41.72444,-89.15703,West Brooklyn,333,Lee
61379,41.39199,-89.61621,Wyanet,1488,Bureau
61401,40.94467,-90.38468,Galesburg,33685,Knox
61410,40.79797,-90.39556,Abingdon,3892,Knox
61411,40.40015,-90.50515,Adair,444,McDonough
61412,41.06972,-90.57878,Alexis,1467,Warren
61413,41.19053,-90.37358,Alpha,906,Henry
61414,41.12471,-90.15576,Altona,937,Knox
61415,40.6571,-90.42913,Avon,1889,Fulton
61416,40.49933,-90.56297,Bardolph,294,McDonough
61417,40.77417,-90.53831,Berwick,286,Warren
61418,40.85029,-90.86116,Biggsville,542,Henderson
61419,41.19979,-90.11754,Bishop Hill,114,Henry
61420,40.54736,-90.86657,Blandinsville,1121,McDonough
61421,41.18016,-89.64997,Bradford,1300,Stark
61422,40.55084,-90.53475,Bushnell,3164,McDonough
61423,40.88629,-90.5012,Cameron,519,Warren
61424,41.07675,-89.63499,Camp Grove,135,Marshall
61425,40.76197,-91.03419,Carman,375,Henderson
61426,41.11998,-89.70696,Castleton,109,Stark
61427,40.50195,-90.19414,Cuba,2192,Fulton
61428,40.93478,-90.10786,Dahinda,1022,Knox
61430,40.94019,-90.31091,East Galesburg,677,Knox
61431,40.60771,-90.27817,Ellisville,296,Fulton
61432,40.65259,-90.15863,Fairview,658,Fulton
61433,40.55738,-90.16865,Fiatt,107,Fulton
61434,41.17551,-90.03897,Galva,3012,Henry
61435,40.99238,-90.56783,Gerlaw,29,Warren
61436,40.86223,-90.21682,Gilson,650,Knox
61437,40.84614,-90.98685,Gladstone,972,Henderson
61438,40.58281,-90.6516,Good Hope,917,McDonough
61439,41.02848,-90.357,Henderson,242,Knox
61440,40.30729,-90.59548,Industry,690,McDonough
61441,40.34074,-90.29337,Ipava,1001,Fulton
61442,41.10743,-90.92272,Keithsburg,708,Mercer
61443,41.25995,-89.94172,Kewanee,13663,Henry
61447,40.86722,-90.75368,Kirkwood,1025,Warren
61448,40.93363,-90.24678,Knoxville,3837,Knox
61449,41.08935,-89.9747,La Fayette,337,Stark
61450,40.57884,-90.98165,La Harpe,1787,Hancock
61451,40.94578,-89.93875,Laura,331,Peoria
61452,40.2362,-90.66065,Littleton,222,Schuyler
61453,41.0122,-90.76418,Little York,578,Warren
61454,40.68018,-91.04244,Lomax,500,Henderson
61455,40.43534,-90.65455,Macomb,20698,McDonough
61458,40.77965,-90.18146,Maquon,669,Knox
61459,40.50553,-90.41585,Marietta,385,Fulton
61460,40.71663,-90.82914,Media,322,Henderson
61462,40.92358,-90.64788,Monmouth,11521,Warren
61465,41.20786,-90.46658,New Windsor,1161,Mercer
61466,41.11004,-90.47968,North Henderson,326,Mercer
61467,41.07374,-90.23973,Oneida,1170,Knox
61468,41.25774,-90.38776,Ophiem,81,Henry
61469,40.96403,-90.90614,Oquawka,2248,Henderson
61470,40.60386,-90.50482,Prairie City,537,McDonough
61471,40.69758,-90.83529,Raritan,60,Henderson
61472,41.10217,-90.38287,Rio,517,Knox
61473,40.70595,-90.65273,Roseville,1509,Warren
61474,40.73632,-90.37825,Saint Augustine,292,Knox
61475,40.59795,-90.75343,Sciota,203,McDonough
61476,41.0981,-90.83225,Seaton,375,Mercer
61477,40.49608,-90.31546,Smithfield,573,Fulton
61478,40.75784,-90.76057,Smithshire,319,Warren
61479,41.00479,-89.64477,Speer,65,Stark
61480,40.7254,-90.92182,Stronghurst,1210,Henderson
61482,40.3884,-90.41176,Table Grove,671,Fulton
61483,41.0867,-89.87326,Toulon,2090,Stark
61484,40.29527,-90.43646,Vermont,832,Fulton
61485,41.02164,-90.09832,Victoria,447,Knox
61486,41.19792,-90.57609,Viola,1469,Mercer
61488,41.03225,-90.3183,Wataga,1040,Knox
61489,40.93398,-90.02847,Williamsfield,870,Knox
61490,41.1851,-90.26558,Woodhull,1134,Henry
61491,41.06053,-89.7294,Wyoming,1927,Stark
61501,40.22935,-90.31639,Astoria,1534,Fulton
61516,40.85811,-89.13522,Benson,676,Woodford
61517,40.82604,-89.85434,Brimfield,3274,Peoria
61519,40.46009,-90.08897,Bryant,230,Fulton
61520,40.54209,-90.02131,Canton,16806,Fulton
61523,40.91726,-89.53549,Chillicothe,11191,Peoria
61524,40.49127,-90.0347,Dunfermline,381,Fulton
61525,40.84846,-89.669,Dunlap,9188,Peoria
61526,40.92992,-89.62435,Edelstein,810,Peoria
61528,40.77897,-89.72298,Edwards,3127,Peoria
61529,40.78143,-89.94202,Elmwood,2699,Peoria
61530,40.71402,-89.26033,Eureka,7245,Woodford
61531,40.68307,-90.03505,Farmington,3335,Fulton
61532,40.33949,-89.81878,Forest City,645,Mason
61533,40.5865,-89.83932,Glasford,2509,Peoria
61534,40.41446,-89.66606,Green Valley,1806,Tazewell
61535,40.58306,-89.52341,Groveland,1697,Tazewell
61536,40.68992,-89.78697,Hanna City,2918,Peoria
61537,41.11701,-89.46636,Henry,2754,Marshall
61539,40.55517,-89.76702,Kingston Mines,206,Peoria
61540,41.01472,-89.37309,Lacon,2770,Marshall
61541,40.98038,-89.23495,La Rose,91,Marshall
61542,40.38632,-90.13464,Lewistown,3628,Fulton
61543,40.42079,-89.97069,Liverpool,152,Fulton
61544,40.69177,-90.24007,London Mills,590,Fulton
61545,40.8707,-89.35353,Lowpoint,700,Woodford
61546,40.45393,-89.79886,Manito,3767,Mason
61547,40.60634,-89.73755,Mapleton,4138,Peoria
61548,40.80917,-89.41402,Metamora,11950,Woodford
61550,40.61082,-89.44211,Morton,17787,Tazewell
61552,40.81758,-89.5657,Mossville,146,Peoria
61553,40.62594,-90.03228,Norris,140,Fulton
61554,40.54087,-89.61861,Pekin,42059,Tazewell
61559,40.92109,-89.77556,Princeville,3263,Peoria
61560,41.1877,-89.40276,Putnam,560,Putnam
61561,40.80295,-89.20088,Roanoke,2469,Woodford
61562,40.88034,-89.50146,Rome,44,Peoria
61563,40.49216,-90.0541,Saint David,519,Fulton
61564,40.49349,-89.65349,South Pekin,962,Tazewell
61565,41.03231,-89.50994,Sparland,1448,Marshall
61567,40.35803,-89.89658,Topeka,540,Mason
61568,40.50532,-89.4787,Tremont,4223,Tazewell
61569,40.6842,-89.89319,Trivoli,1184,Peoria
61570,40.92039,-89.30775,Washburn,1787,Woodford
61571,40.70343,-89.41943,Washington,24974,Tazewell
61572,40.80029,-90.03681,Yates City,1191,Knox
61602,40.67471,-89.60746,Peoria,877,Peoria
61603,40.71332,-89.57724,Peoria,16655,Peoria
61604,40.70574,-89.65364,Peoria,30582,Peoria
61605,40.67658,-89.63336,Peoria,15713,Peoria
61606,40.6998,-89.61143,Peoria,7870,Peoria
61607,40.63006,-89.68515,Peoria,10673,Peoria
61610,40.64283,-89.59883,Creve Coeur,5493,Tazewell
61611,40.71048,-89.53565,East Peoria,24877,Tazewell
61614,40.75899,-89.60496,Peoria,28012,Peoria
61615,40.77429,-89.64584,Peoria,23168,Peoria
61616,40.74677,-89.57189,Peoria Heights,5910,Peoria
61625,40.69759,-89.61274,Peoria,370,Peoria
61701,40.47675,-88.99306,Bloomington,35783,McLean
61704,40.47049,-88.94334,Bloomington,37204,McLean
61705,40.45995,-89.00225,Bloomington,12971,McLean
61720,40.55467,-88.51449,Anchor,201,McLean
61721,40.3537,-89.32324,Armington,592,Tazewell
61722,40.41904,-88.63212,Arrowsmith,478,McLean
61723,40.26082,-89.26682,Atlanta,2595,Logan
61724,40.33083,-88.52704,Bellflower,494,McLean
61725,40.60978,-89.11984,Carlock,1703,McLean
61726,40.73661,-88.69717,Chenoa,2427,McLean
61727,40.14248,-88.96085,Clinton,9826,DeWitt
61728,40.57283,-88.62634,Colfax,1311,McLean
61729,40.63068,-89.22359,Congerville,1201,Woodford
61730,40.53247,-88.72939,Cooksville,301,McLean
61731,40.61393,-88.4855,Cropsey,194,Ford
61732,40.53116,-89.20318,Danvers,2057,McLean
61733,40.6224,-89.3323,Deer Creek,831,Tazewell
61734,40.37342,-89.52646,Delavan,2765,Tazewell
61735,40.20192,-88.81807,Dewitt,454,DeWitt
61736,40.4021,-88.83864,Downs,1750,McLean
61737,40.45847,-88.73956,Ellsworth,476,McLean
61738,40.74605,-89.03428,El Paso,4395,Woodford
61739,40.73312,-88.52043,Fairbury,4577,Livingston
61740,40.88428,-88.86162,Flanagan,1536,Livingston
61741,40.75938,-88.40425,Forrest,1703,Livingston
61742,40.63291,-89.27268,Goodfield,1250,Woodford
61743,40.87567,-88.78168,Graymont,205,Livingston
61744,40.73995,-88.88711,Gridley,1865,Livingston
61745,40.32222,-88.97246,Heyworth,4614,McLean
61747,40.42174,-89.43073,Hopedale,1479,Tazewell
61748,40.6167,-88.99117,Hudson,2720,McLean
61749,40.09494,-89.11028,Kenney,461,DeWitt
61750,40.12357,-88.85959,Lane,154,DeWitt
61751,40.21455,-89.29926,Lawndale,83,Logan
61752,40.33907,-88.7548,Le Roy,4389,McLean
61753,40.63644,-88.78468,Lexington,3058,McLean
61754,40.3303,-89.16912,Mc Lean,1063,McLean
61755,40.52791,-89.33599,Mackinaw,4738,Tazewell
61756,40.03121,-88.97344,Maroa,2413,Macon
61759,40.43718,-89.3237,Minier,1529,Tazewell
61760,40.88108,-89.02871,Minonk,2519,Woodford
61761,40.52955,-88.95859,Normal,55222,McLean
61764,40.88228,-88.62818,Pontiac,14026,Livingston
61769,40.88204,-88.39935,Saunemin,621,Livingston
61770,40.4432,-88.52593,Saybrook,1138,McLean
61771,40.70926,-89.14122,Secor,743,Woodford
61772,40.38125,-89.06594,Shirley,238,McLean
61773,40.57176,-88.38322,Sibley,413,Ford
61774,40.43066,-89.20395,Stanford,1120,McLean
61775,40.65082,-88.36712,Strawn,327,Livingston
61776,40.56941,-88.86699,Towanda,1348,McLean
61777,40.24249,-88.94187,Wapella,728,DeWitt
61778,40.2329,-89.09114,Waynesville,691,DeWitt
61801,40.10897,-88.2113,Urbana,31157,Champaign
61802,40.12556,-88.15101,Urbana,19349,Champaign
61810,39.91615,-87.91471,Allerton,346,Vermilion
61811,40.29272,-87.62282,Alvin,678,Vermilion
61812,40.25012,-87.8867,Armstrong,381,Vermilion
61813,39.91159,-88.55958,Bement,1656,Piatt
61814,40.2306,-87.57246,Bismarck,1074,Vermilion
61815,40.11074,-88.37679,Bondville,259,Champaign
61816,39.92283,-88.00121,Broadlands,458,Champaign
61817,40.03788,-87.71673,Catlin,2516,Vermilion
61818,39.88033,-88.71921,Cerro Gordo,1712,Piatt
61820,40.1089,-88.2435,Champaign,38156,Champaign
61821,40.10963,-88.27502,Champaign,30582,Champaign
61822,40.13577,-88.30528,Champaign,25829,Champaign
61830,40.02752,-88.72251,Cisco,337,Piatt
61831,40.22512,-87.79209,Collison,134,Vermilion
61832,40.13617,-87.63648,Danville,34918,Vermilion
61833,40.09806,-87.64433,Tilton,2199,Vermilion
61834,40.1643,-87.63785,Danville,8778,Vermilion
61839,40.1377,-88.62912,De Land,610,Piatt
61840,40.3037,-88.29894,Dewey,819,Champaign
61841,40.02634,-87.82426,Fairmount,1341,Vermilion
61842,40.23923,-88.66581,Farmer City,2727,DeWitt
61843,40.31535,-88.38396,Fisher,2368,Champaign
61844,40.13875,-87.87033,Fithian,715,Vermilion
61845,40.37417,-88.39924,Foosland,383,Champaign
61846,39.97625,-87.6124,Georgetown,4918,Vermilion
61847,40.31313,-88.01543,Gifford,1239,Champaign
61848,40.30806,-87.70278,Henning,230,Vermilion
61849,40.01115,-87.96191,Homer,1999,Champaign
61850,39.93251,-87.73769,Indianola,418,Vermilion
61851,39.96081,-88.43474,Ivesdale,295,Champaign
61852,39.90315,-88.07579,Longview,221,Champaign
61853,40.22144,-88.41679,Mahomet,13981,Champaign
61854,40.20397,-88.52404,Mansfield,1197,Piatt
61855,39.92215,-88.66092,Milmine,104,Piatt
61856,40.0269,-88.57954,Monticello,7884,Piatt
61857,40.1167,-87.84216,Muncie,195,Vermilion
61858,40.13282,-87.768,Oakwood,3017,Vermilion
61859,40.15415,-87.96115,Ogden,1226,Champaign
61862,40.30632,-87.95188,Penfield,533,Champaign
61863,39.9058,-88.2797,Pesotum,806,Champaign
61864,39.97954,-88.14671,Philo,1719,Champaign
61865,40.30451,-87.80254,Potomac,1560,Vermilion
61866,40.31208,-88.15398,Rantoul,14296,Champaign
61870,39.89754,-87.61837,Ridge Farm,1320,Vermilion
61871,40.19008,-87.96779,Royal,304,Champaign
61872,39.9387,-88.37719,Sadorus,898,Champaign
61873,40.1378,-88.03922,Saint Joseph,6519,Champaign
61874,40.05111,-88.25694,Savoy,8150,Champaign
61875,40.1005,-88.41951,Seymour,818,Champaign
61876,39.90508,-87.83412,Sidell,561,Vermilion
61877,39.99416,-88.07866,Sidney,1803,Champaign
61878,40.23971,-88.14944,Thomasboro,1310,Champaign
61880,39.97357,-88.2458,Tolono,3831,Champaign
61882,40.11345,-88.75998,Weldon,694,DeWitt
61883,40.03743,-87.64153,Westville,4284,Vermilion
61884,40.09074,-88.48059,White Heath,1124,Piatt
61910,39.67439,-88.29901,Arcola,4225,Douglas
61911,39.70325,-88.46979,Arthur,5071,Douglas
61912,39.52727,-88.03502,Ashmore,1227,Coles
61913,39.82757,-88.4661,Atwood,1463,Douglas
61914,39.63542,-88.76476,Bethany,1833,Moultrie
61917,39.7142,-87.89771,Brocton,771,Edgar
61919,39.77867,-88.13947,Camargo,942,Douglas
61920,39.50369,-88.16408,Charleston,24001,Coles
61924,39.79136,-87.65447,Chrisman,2258,Edgar
61925,39.7235,-88.83625,Dalton City,670,Moultrie
61928,39.451,-88.5041,Gays,665,Moultrie
61929,39.82479,-88.62133,Hammond,683,Piatt
61930,39.68087,-88.13049,Hindsboro,745,Douglas
61931,39.58979,-88.35311,Humboldt,1080,Coles
61932,39.80357,-87.87908,Hume,439,Edgar
61933,39.54835,-87.91704,Kansas,901,Edgar
61936,39.80135,-88.73026,La Place,290,Piatt
61937,39.7418,-88.65056,Lovington,2132,Moultrie
61938,39.48385,-88.37427,Mattoon,21840,Coles
61940,39.80769,-87.81851,Metcalf,238,Edgar
61941,39.80403,-88.07291,Murdock,79,Douglas
61942,39.81517,-88.00608,Newman,1045,Douglas
61943,39.66501,-88.02965,Oakland,1660,Douglas
61944,39.601,-87.7013,Paris,12259,Edgar
61949,39.6336,-87.87359,Redmon,145,Edgar
61951,39.59393,-88.58679,Sullivan,7956,Moultrie
61953,39.79958,-88.29125,Tuscola,6067,Douglas
61955,39.58217,-87.59167,Vermilion,189,Edgar
61956,39.85124,-88.14415,Villa Grove,2709,Douglas
61957,39.4396,-88.61111,Windsor,1912,Shelby
62001,38.87851,-89.74853,Alhambra,1796,Madison
62002,38.93974,-90.1276,Alton,31059,Madison
62006,39.05586,-90.66658,Batchtown,490,Calhoun
62009,39.09111,-89.79838,Benld,1814,Macoupin
62010,38.92008,-90.0474,Bethalto,11357,Madison
62011,39.1266,-89.21604,Bingham,172,Fayette
62012,39.04289,-90.15007,Brighton,6426,Macoupin
62013,38.96245,-90.56954,Brussels,693,Calhoun
62014,39.04302,-89.951,Bunker Hill,4131,Macoupin
62015,39.22171,-89.54339,Butler,635,Montgomery
62016,39.29411,-90.41699,Carrollton,3674,Greene
62017,39.06889,-89.36897,Coffeen,897,Montgomery
62018,38.90713,-90.08356,Cottage Hills,3034,Madison
62019,39.01942,-89.44928,Donnellson,393,Montgomery
62021,38.97733,-89.97924,Dorsey,920,Madison
62022,39.00378,-90.33165,Dow,1060,Jersey
62023,39.11073,-89.78813,Eagarville,117,Macoupin
62024,38.87135,-90.09565,East Alton,9916,Madison
62025,38.83058,-89.93325,Edwardsville,34313,Madison
62027,39.25607,-90.55969,Eldred,494,Greene
62028,38.95937,-90.35409,Elsah,1279,Jersey
62030,39.15462,-90.16424,Fidelity,149,Jersey
62031,39.11334,-90.5357,Fieldon,749,Jersey
62032,39.11562,-89.28852,Fillmore,732,Montgomery
62033,39.13406,-89.8442,Gillespie,4515,Macoupin
62034,38.75648,-89.9699,Glen Carbon,13667,Madison
62035,38.9643,-90.24063,Godfrey,16520,Madison
62036,38.91663,-90.58797,Golden Eagle,803,Calhoun
62037,39.00931,-90.4676,Grafton,2205,Jersey
62040,38.72613,-90.11068,Granite City,42447,Madison
62044,39.36359,-90.2127,Greenfield,2094,Greene
62045,39.26029,-90.70905,Hamburg,429,Calhoun
62046,38.89009,-89.84575,Hamel,769,Madison
62047,39.12105,-90.62535,Hardin,1443,Calhoun
62048,38.80405,-90.09663,Hartford,1829,Madison
62049,39.13013,-89.48517,Hillsboro,8946,Montgomery
62050,39.44463,-90.55128,Hillview,354,Greene
62051,39.20174,-89.40192,Irving,585,Montgomery
62052,39.11104,-90.32186,Jerseyville,12292,Jersey
62053,39.32524,-90.66108,Kampsville,626,Calhoun
62054,39.20125,-90.34509,Kane,781,Greene
62056,39.17874,-89.671,Litchfield,8574,Montgomery
62058,38.96894,-89.76688,Livingston,757,Madison
62059,38.65652,-90.16503,Lovejoy,452,Saint Clair
62060,38.67688,-90.14691,Madison,4586,Madison
62061,38.78974,-89.77953,Marine,1671,Madison
62062,38.7274,-89.96199,Maryville,8008,Madison
62063,39.19785,-90.14764,Medora,1082,Macoupin
62065,39.23213,-90.62892,Michael,179,Calhoun
62067,38.92988,-89.98518,Moro,2755,Madison
62069,39.08833,-89.73938,Mount Olive,3088,Macoupin
62070,39.29651,-90.73317,Mozier,48,Calhoun
62074,38.95803,-89.68364,New Douglas,1333,Macoupin
62075,39.30114,-89.29536,Nokomis,3662,Montgomery
62076,39.34345,-89.21919,Ohlman,112,Montgomery
62077,39.02901,-89.52171,Panama,240,Montgomery
62078,39.47862,-90.48608,Patterson,78,Greene
62079,39.11224,-90.14199,Piasa,244,Macoupin
62080,39.13694,-89.10132,Ramsey,2433,Fayette
62081,39.2612,-90.23711,Rockbridge,354,Greene
62082,39.49462,-90.32407,Roodhouse,2746,Greene
62083,39.35447,-89.20145,Rosamond,237,Christian
62084,38.83658,-90.06238,Roxana,1464,Madison
62085,39.07823,-89.80244,Sawyerville,192,Macoupin
62086,38.98249,-89.581,Sorento,1263,Bond
62087,38.81693,-90.06612,South Roxana,2172,Madison
62088,39.01199,-89.79869,Staunton,6569,Macoupin
62089,39.12974,-89.49522,Taylor Springs,501,Montgomery
62090,38.66988,-90.16927,Venice,1293,Madison
62091,39.0569,-89.60917,Walshville,380,Montgomery
62092,39.41619,-90.41611,White Hall,2932,Greene
62093,39.06688,-89.85469,Wilsonville,477,Macoupin
62094,39.24472,-89.35264,Witt,1148,Montgomery
62095,38.8623,-90.06934,Wood River,10455,Madison
62097,38.93873,-89.85434,Worden,3064,Madison
62098,39.3861,-90.30464,Wrights,24,Greene
62201,38.64273,-90.13868,East Saint Louis,7570,Saint Clair
62203,38.60021,-90.07747,East Saint Louis,8264,Saint Clair
62204,38.6327,-90.09056,East Saint Louis,7954,Saint Clair
62205,38.60935,-90.12227,East Saint Louis,8007,Saint Clair
62206,38.56793,-90.1667,East Saint Louis,15121,Saint Clair
62207,38.58284,-90.12291,East Saint Louis,8913,Saint Clair
62208,38.59625,-90.00452,Fairview Heights,16516,Saint Clair
62214,38.37808,-89.61173,Addieville,1242,Washington
62215,38.50942,-89.60739,Albers,1907,Clinton
62216,38.62106,-89.60243,Aviston,2742,Clinton
62217,38.17349,-89.84446,Baldwin,748,Randolph
62218,38.51975,-89.47294,Bartelso,1820,Clinton
62219,38.60586,-89.43186,Beckemeyer,954,Clinton
62220,38.47337,-89.98652,Belleville,18302,Saint Clair
62221,38.51484,-89.89921,Belleville,29949,Saint Clair
62223,38.53614,-90.0598,Belleville,16309,Saint Clair
62225,38.54559,-89.8554,Scott Air Force Base,5128,Saint Clair
62226,38.53518,-90.00058,Belleville,28666,Saint Clair
62230,38.64037,-89.52681,Breese,6279,Clinton
62231,38.64163,-89.33028,Carlyle,7436,Clinton
62232,38.63222,-90.00279,Caseyville,6705,Saint Clair
62233,37.94609,-89.78739,Chester,9680,Randolph
62234,38.6834,-89.98175,Collinsville,32426,Madison
62236,38.43645,-90.21655,Columbia,13757,Monroe
62237,38.18906,-89.5691,Coulterville,2435,Randolph
62238,38.03912,-89.53264,Cutler,619,Perry
62239,38.52569,-90.18737,Dupo,4715,Saint Clair
62240,38.52118,-90.20743,East Carondelet,1727,Saint Clair
62241,38.01352,-89.89064,Ellis Grove,989,Randolph
62242,38.09633,-89.94536,Evansville,1445,Randolph
62243,38.41946,-89.89048,Freeburg,5795,Saint Clair
62244,38.1864,-90.19815,Fults,897,Monroe
62245,38.54878,-89.56794,Germantown,1692,Clinton
62246,38.8888,-89.42627,Greenville,9916,Bond
62248,38.30445,-89.99345,Hecker,391,Monroe
62249,38.75524,-89.66456,Highland,15507,Madison
62250,38.54084,-89.266,Hoffman,461,Clinton
62253,38.77688,-89.29754,Keyesport,583,Bond
62254,38.60743,-89.82136,Lebanon,6292,Saint Clair
62255,38.31167,-89.78192,Lenzburg,1279,Saint Clair
62257,38.28412,-89.73133,Marissa,2678,Saint Clair
62258,38.46213,-89.77254,Mascoutah,9253,Saint Clair
62260,38.45996,-90.10096,Millstadt,7405,Saint Clair
62261,38.01309,-90.00282,Modoc,64,Randolph
62262,38.94143,-89.27192,Mulberry Grove,1503,Bond
62263,38.33016,-89.40006,Nashville,5034,Washington
62264,38.31628,-89.90722,New Athens,3745,Saint Clair
62265,38.50063,-89.67063,New Baden,4391,Clinton
62266,38.48667,-89.67709,New Memphis,87,Clinton
62268,38.27365,-89.528,Oakdale,712,Washington
62269,38.60337,-89.91603,O Fallon,32029,Saint Clair
62271,38.44475,-89.51576,Okawville,2153,Washington
62272,37.98836,-89.59938,Percy,1741,Randolph
62273,38.78677,-89.58388,Pierron,294,Bond
62274,38.09184,-89.40828,Pinckneyville,7857,Perry
62275,38.81167,-89.54473,Pocahontas,3705,Bond
62277,38.10088,-90.11549,Prairie Du Rocher,1363,Randolph
62278,38.20794,-89.99259,Red Bud,6543,Randolph
62279,38.15121,-90.13541,Renault,7,Monroe
62280,37.83504,-89.65967,Rockwood,445,Randolph
62281,38.70439,-89.78191,Saint Jacob,2712,Madison
62282,38.36313,-89.71267,Saint Libory,406,Saint Clair
62284,38.87655,-89.31304,Smithboro,549,Bond
62285,38.38835,-90.00774,Smithton,4436,Saint Clair
62286,38.11832,-89.7144,Sparta,6110,Randolph
62288,37.98825,-89.68559,Steeleville,3094,Randolph
62289,38.59693,-89.75162,Summerfield,351,Saint Clair
62292,38.21265,-89.6801,Tilden,885,Randolph
62293,38.61896,-89.6975,Trenton,4427,Saint Clair
62294,38.70282,-89.87119,Troy,14117,Madison
62295,38.27929,-90.31335,Valmeyer,1547,Monroe
62297,38.04982,-89.81312,Walsh,251,Randolph
62298,38.31087,-90.15224,Waterloo,16608,Monroe
62301,39.93159,-91.3866,Quincy,32078,Adams
62305,39.92981,-91.34582,Quincy,19357,Adams
62311,40.22201,-90.91783,Augusta,633,Schuyler
62312,39.70914,-91.02783,Barry,1933,Pike
62313,40.31956,-91.22604,Basco,378,Hancock
62314,39.77066,-90.89028,Baylis,524,Pike
62316,40.23633,-91.055,Bowen,545,Hancock
62319,40.15246,-90.73123,Camden,261,Schuyler
62320,40.02071,-91.0804,Camp Point,2324,Adams
62321,40.4085,-91.10393,Carthage,3845,Hancock
62323,39.8124,-90.68541,Chambersburg,268,Pike
62324,39.99243,-90.95899,Clayton,1076,Adams
62325,40.05123,-91.16604,Coatsburg,466,Adams
62326,40.41725,-90.81335,Colchester,2337,McDonough
62330,40.57204,-91.12555,Dallas City,1746,Hancock
62334,40.3879,-91.24059,Elvaston,138,Hancock
62336,40.46788,-91.17161,Ferris,18,Hancock
62338,39.9914,-91.23958,Fowler,1316,Adams
62339,40.13164,-91.04115,Golden,874,Adams
62340,39.72897,-90.72485,Griggsville,1894,Pike
62341,40.42577,-91.30279,Hamilton,3454,Hancock
62343,39.70301,-91.24229,Hull,948,Pike
62344,40.16893,-90.83111,Huntsville,14,Schuyler
62345,39.70493,-91.12951,Kinderhook,391,Pike
62346,40.14813,-90.9475,La Prairie,189,Adams
62347,39.86596,-91.08899,Liberty,1956,Adams
62348,40.1876,-91.36729,Lima,166,Adams
62349,40.1675,-91.20078,Loraine,626,Adams
62351,40.11573,-91.26757,Mendon,1879,Adams
62352,39.56453,-90.6501,Milton,232,Pike
62353,39.97252,-90.75829,Mount Sterling,5346,Brown
62354,40.52601,-91.3318,Nauvoo,1592,Hancock
62355,39.41023,-90.7765,Nebo,754,Pike
62356,39.60144,-91.0858,New Canton,465,Pike
62357,39.68491,-90.86737,New Salem,475,Pike
62358,40.58206,-91.25719,Niota,884,Hancock
